,제목,가수,가사
20,사랑이야,케이시 (Kassy),"사랑해 수많은 밤이 지나도, 환히 빛나는 저 별처럼, 변하지 않을 내 사랑이야, 사랑할 줄 알았어, 널 처음 본 그날, 운명인 것 같았어, 너와 나 둘이서, 조금씩 조금씩, 아껴둔 내 마음을, 조심스레 난 고백할래, 사랑해 수많은 밤이 지나도, 환히 빛나는 저 별처럼, 변하지 않을 내 사랑이야, 내 맘 받아주겠니, 사랑해 사랑해 난 항상, 너뿐이야 식지 않을 사랑이야, Always you are my love, Love you forever, 힘든 일이 있을 땐, 같이 울어주고, 지친 날엔 괜찮다, 손 꼭 잡아주는, 한걸음 한걸음, 다가온 너란 행운, 하루하루 매일 감사해, 사랑해 수많은 밤이 지나도, 환히 빛나는 저 별처럼, 변하지 않을 내 사랑이야, 내 맘 받아주겠니, 사랑해 사랑해 난 항상, 너뿐이야 식지 않을 사랑이야, 넌 모를 거야, 얼마나 내가, 눈물 나도록 너를, 사랑하는지, 사랑해 수많은 날이 지나도, 저기 뜨거운 태양처럼, 변하지 않을 내 사랑이야, 내 맘 모르겠니, 약속해 시간이 흘러도, 영원토록 식지 않을 사랑이야, Always you are my love, Love you forever"
21,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,"네가 없이 웃을 수 있을까, 생각만 해도 눈물이나, 힘든 시간 날 지켜준 사람, 이제는 내가 그댈 지킬 테니, 너의 품은 항상 따뜻했어, 고단했던 나의 하루에, 유일한 휴식처, 나는 너 하나로 충분해, 긴 말 안 해도 눈빛으로 다 아니깐, 한 송이의 꽃이 피고 지는, 모든 날 모든 순간 함께해, 햇살처럼 빛나고 있었지, 나를 보는 네 눈빛은, 꿈이라고 해도 좋을 만큼, 그 모든 순간은 눈부셨다, 불안했던 나의 고된 삶에, 한줄기 빛처럼 다가와, 날 웃게 해준 너, 나는 너 하나로 충분해, 긴 말 안 해도 눈빛으로 다 아니깐, 한 송이의 꽃이 피고 지는, 모든 날 모든 순간 함께해, 알 수 없는 미래지만, 네 품속에 있는 지금 순간 순간이, 영원 했으면 해, 갈게 바람이 좋은 날에, 햇살 눈부신 어떤 날에 너에게로, 처음 내게 왔던 그날처럼, 모든 날 모든 순간 함께해"
22,밤하늘의 별을(2020),경서,"밤하늘의 별을 따서 너에게 줄래, 너는 내가 사랑하니까, 더 소중하니까, 오직 너 아니면 안 된다고, 외치고 싶어 그저, 내 곁에만 있어줘, 떠나지 말아줘, 참 많이 어색했었죠 널 처음 만난 날, 멀리서 좋아하다가 들킨 사람처럼, 숨이 가득 차올라서, 아무 말 하지 못했는데, 너는 말 없이 웃으며 내 손 잡아줬죠, 밤하늘의 별을 따서 너에게 줄래, 너는 내가 사랑하니까, 더 소중하니까, 오직 너 아니면 안 된다고, 외치고 싶어, 그저 내 곁에만 있어줘, 떠나지 말아줘, 널 좋아하는 내 마음이 표현이 안 돼, 꿈이 아니면 좋겠어 자꾸 웃음 나와, 내 모든 걸 다 준대도, 너에겐 아깝질 않아, 이 순간이 영원하길 난 정말 행복해, 밤하늘의 별을 따서 너에게 줄래, 너는 내가 사랑하니까, 더 소중하니까, 오직 너 아니면 안 된다고, 외치고 싶어, 그저 내 곁에만 있어줘, 떠나지 말아줘, 그저 내 곁에만 있어줘, 떠나지 말아줘, 많고 많은 사람 중에, 너를 만나서 행복하고 싶어, 두 번 다시 울지 않을래, 오직 내 눈에는 너만 보여, 나를 아껴줘 이제부터, 혼자가 아니야 우린 함께니까, 나나나 난난 난난나, 나나나 난난 난난나, 나 나나나 난난 난난나 나나난나, 나나나 난난 난난나, 나나나 난난 난난나, 나 나나나 난난 난난나 나나난나"
23,미친 것처럼,V.O.S,"너는 참 못됐다, 나 없이도 잘 지내더라, 언제쯤 나도 널 잊을 수 있을까, 눈을 감아도 눈물이 흐르고, 어딜 가도 너만 보여, 어느새 니가 없는, 긴 하루가 지나간다, 다른 사람을 또 만나봐도, 니가 아님 안 되겠어, 울다가 또 웃다가 미친 것처럼, 또 보고 싶다, 상처 같은 널 잊어보려고, 아무리 애를 써도, 너만 보고 싶다, 니가 없인 아무것도 못 해, 니가 없는 나는 아무것도 아냐, 나도 참 못됐다, 자꾸만 또 힘이 들더라, 예전처럼 돌아갈 수가 있을까, 눈을 감아도 니가 떠오르고, 어딜 가도 너만 보여, 자주 걷던 그 길 끝 저 너머, 그댄 보일까요, 다른 사람을 또 만나봐도, 니가 아님 안 되겠어, 울다가 또 웃다가 미친 것처럼, 또 보고 싶다, 상처 같은 널 잊어보려고, 아무리 애를 써도, 너만 보고 싶다, 니가 없인 아무것도 못 해, 니가 없는 나는 아무것도 아냐, 그때로 돌아가 너를, 다시 한번만 안아볼 수 있다면, 나 말할 거야 사랑한다고 보고픈, 나의 사랑아 내게 다시 와주라, 다른 사람을 또 만나봐도, 니가 아님 안 되겠어, 울다가 또 웃다가 미친 것처럼, 또 보고 싶다, 상처같은 널 잊어보려고, 아무리 애를 써도, 너만 보고 싶다, 니가 없인 아무것도 못 해, 니가 없는 나는 아무것도 아냐"
24,그 하루(feat.반하나),주호,"우리 아직은 이별하긴 이른 것 같아, 시작도 못한 내 맘과 못다 한 내 말이, 아직은 네가 필요한가 봐, 눈뜨면 생각나는 사람, 그게 너라서 고마웠어, 그때는 왜 몰랐을까, 익숙해진 맘에 네 소중함을 몰랐나 봐, 내 하루의 시작과 끝이었던 사람, 그게 너라서 행복했었어, 많이 그리울 거야 우리 함께였던, 그 하루가 참 고마웠어, 눈뜨면 생각나는 사람, 그게 나라며 웃어주던, 네가 없는 이 하루가, 아직 어색해서 널 지우진 못하나 봐, 내 하루의 시작과 끝이었던 사람, 그게 너라서 행복했었어, 많이 그리울 거야 우리 함께였던, 그 하루가 참 고마웠어, 괜찮은 척 잘 지내볼게, 네가 없는 이 하루가, 생각보다 힘들겠지만, 너와 함께 했던 그날의, 행복했던 기억들만 간직할게, 내 하루의 시작과 끝이었던 사람, 그게 너라서 행복했어, 부족했던 날 많이 아껴줬던 사람, 그게 너라서 다행이었어, 많이 그리울 거야 우리 함께였던, 그 하루를 잊지 않을게, 눈부셨던 하루를 선물했던 사람, 우리라서 행복했어, 많이 그리울 거야 우리 함께였던, 그 하루가 참 고마웠어"
25,눈이 오잖아(Feat.헤이즈),이무진,"한 달 좀 덜 된 기억들, 주머니에 넣은 채, 걷고 있어 몇 시간을, 혹시 몰라 네가 좋아했던, 코트를 입은 채, 나온 번화가 그때 마침, 찬바람 막아줄, 네가 이젠 없으니까, 추울 때 따스히, 안아줄 이가 없으니까, 친구들이 불러도, 나갈 수 없어 난, 창문 너머, 그저 바라봐 그때 마침, 눈이 오잖아, 우리 처음 만난 그 밤에도, 한참 동안 눈이 왔잖아, 지금 내가 생각나지, 않을 리가 없잖아, 눈이 오잖아, 그때 내가 밤하늘 내린, 하얀 눈 예쁘다 했잖아, 그랬잖아, 지금 눈이 오잖아, Uh 눈이 오잖아, 이 말 핑계인 걸 알지만, 생각에 잠기곤 해, 거릴 거니는 내, 곁에 아무도 없을 때, 더 크게 들리네, Oh 눈 내리는 소리, 이제 인정하자, 수많은 끝도 끝났어, 찬란한 그때의, 우린 이젠 없으니까, 돌아온 계절, 남아있는 건 없으니까, 추억을 지우는 게, 내 이별의 숙제, 창문 너머, 그저 바라봐 그때 마침, 눈이 오잖아, 우리 처음 만난 그 밤에도, 한참 동안 눈이 왔잖아, 지금 내가 생각나지, 않을 리가 없잖아, 눈이 오잖아, 그때 내가 밤하늘 내린, 하얀 눈 예쁘다 했잖아, 그랬잖아, 지금 눈이 오잖아, 마지막 안녕이 남은 거리에서 혼자, 너와의 약속들을 되뇌었어, 함께여야 할 너 없는 이 겨울의, 첫눈이 오잖아, 눈이 오지만, 우리 처음 만난 그 밤에도, 내렸던 그 눈이 오지만, 주머니 속 챙겨 나온 기억, 버려야만 해, 눈이 오지만, 우린 이대로의 모습으로, 남아있는 게 맞지만, 그래도, 지금, 그 눈이 오잖아"
26,아버지,임영웅,"하얀 머리 뽑아 달라며, 한 개 백 원이라던, 그 시절 다 지나가고, 이젠 흰 눈만 남았네, 그렇게도 힘이 드냐며, 나를 위로하시다, 어느새 잠들어버린, 주름만 남은 내 아버지, 세상이 아무리 힘들어도, 당신 있으면 견딜 것 같아, 오래오래 날 지키며, 그냥 곁에만 있어 주세요, 활짝 웃는 모습이 어린애 같아 보여도, 아프다 말도 못 하는 사람, 이제는 내가 지켜줄게, 어린아이로 돌아가 버린, 사랑하는 내 아버지, 오래오래 날 지키며, 그냥 곁에만 있어 주세요, 활짝 웃는 모습이, 어린애 같아 보여도, 아프다 말도 못 하는 사람, 이제는 내가 지켜줄게, 어린아이로 돌아가 버린, 사랑하는 내 아버지, 사랑해요 내 아버지"
27,With you,지민,"I wanna be with you, And I wanna stay with you, Just like the stars shining bright, You’re glowing once more, Right here beside you I’m still, Walking wherever you go, You will live forever in me, Breathing deeply within me, Just take it all, I`m nothing without your love, I promise, I’ll never leave your love, My heart is beating ‘cause of you, Forever and ever and ever, Only you can take my heart, Dear my love love love, I wanna stay with you, 추억은 늘 여기 마음이란 방에, 너와의 얘기들로 가득 차 있어, 언제부터였는지 나도 잘 모르지만, 너에게 말하고 싶어, 나의 모든 얘기를, Just take it all, I`m nothing without your love, I promise, I’ll never leave your love, My heart is beating ‘cause of you, Forever and ever and ever, Only you can take my heart, Dear my love love love, I wanna stay, Tore my heart, Now I’m in the dark, Will we meet in our dreams, Breaking my heart, Here we are apart, I wanna stay near you"
28,고백,멜로망스,"달이 차고 내 마음도 차고, 이대로 담아 두기엔, 너무 안타까워, 너를 향해 가는데, 달은 내게 오라 손짓하고, 귓속에 얘길 하네, 지금 이 순간이, 바로 그 순간이야, 제일 마음에 드는 옷을 입고, 노란 꽃 한 송이를 손에 들고, 널 바라 보다 그만, 나도 모르게 웃어버렸네, 이게 아닌데, 내 마음은 이게 아닌데, 널 위해 준비한 오백 가지, 멋진 말이 남았는데, 사랑한다는, 그 흔한 말이 아니야, 그 보단 더욱더 로맨틱하고, 달콤한 말을 준비했단 말야, 숨이 차고 밤 공기도 차고, 두 눈을 감아야만, 네 모습이 보여, 걸을 수가 없는데, 구름 위를 걷는다는 말이, 과장이 아니란 걸 알게 됐어, 널 알게 된 후부터 나의 모든 건, 다 달라졌어, 이게 아닌데, 내 마음은 이게 아닌데, 널 위해 준비한 오백 가지, 멋진 말이 남았는데, 사랑한다는 그 흔한 말이 아니야, 그 보단 더욱더 로맨틱하고, 달콤한 말을 준비했단 말야, 나를 봐줘요 내 말을 들어봐 줘요, 아무리 생각을 하고 또 해도, 믿어지지 않을 만큼 사랑해"
29,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),"일부러 몇 발자국 물러나, 내가 없이 혼자 걷는 널 바라본다, 옆자리 허전한 너의 풍경, 흑백 거리 가운데 넌 뒤돌아본다, 그때 알게 되었어, 난 널 떠날 수 없단 걸, 우리 사이에 그 어떤 힘든 일도, 이별보단 버틸 수 있는 것들이었죠, 어떻게 이별까지 사랑하겠어, 널 사랑하는 거지, 사랑이라는 이유로, 서로를 포기하고, 찢어질 것같이 아파할 수 없어 난, 두세 번 더 길을 돌아갈까, 적막 짙은 도로 위에 걸음을 포갠다, 아무 말 없는 대화 나누며, 주마등이 길을 비춘 먼 곳을 본다, 그때 알게 되었어, 난 더 갈 수 없단 걸, 한 발 한 발 이별에 가까워질수록, 너와 맞잡은 손이 사라지는 것 같죠, 어떻게 이별까지 사랑하겠어, 널 사랑하는 거지, 사랑이라는 이유로, 서로를 포기하고, 찢어질 것같이 아파할 수 없어 난, 어떻게 내가 어떻게 너를, 이후에 우리 바다처럼 깊은 사랑이, 다 마를 때까지, 기다리는 게 이별일 텐데, 어떻게 내가 어떻게 너를, 이후에 우리 바다처럼 깊은 사랑이, 다 마를 때까지, 기다리는 게 이별일 텐데"
30,호랑수월가,탑현,"흐르는 저 하늘을 물어 채는 범처럼, 태산에 날아들어 숨어드는 새처럼, 동산을 뛰고 뛰어가는 강아지처럼, 온 산에 풍물 막을 내리네, 바람은 지친 끝에 밤에 몸을 뉘이네, 별빛은 아뜩하니 은하수를 내리네, 차가운 밤하늘에 세상이 젖어 가네, 그리워 홀로 타령을 하자, 흘러가라 사랑사랑아, 덧없이 피고 떨어지는 꽃송아, 애닯구나 가락가락아, 눈물에 떨어진 별을 헤네, 푸른 달아 오랜 고운 내 달아, 비친 내 손에 내려다오, 은색 소매 내 곁에 두른 채로, 한 번만 타는 입을 축여다오, 푸른 달아 다시 없을 내 달아, 뻗은 손끝에 닿아다오, 달빛만이 흘러 바다가 되고, 지쳐 전하지 못하는 수월가, 고요한 바다 위로 내 노래가 떠 간다, 소리도 부끄러워 숨죽이고 떠 간다, 달빛에 젖은 몸을 내놓고서 떠 간다, 한낮이 비쳐 오를 때까지, 달아 달아 애달픈 달아, 피었다 이내 숨어 버릴 허상아, 시리구나 세월세월아, 나날을 헤면서 현을 뜯네, 푸른 달아 오랜 고운 내 달아, 비친 내 손에 내려다오, 은색 소매 내 곁에 두른 채로, 한 번만 타는 입을 축여다오, 푸른 달아 다시 없을 내 달아, 뻗은 손끝에 닿아다오, 달빛만이 흘러 바다가 되고, 지쳐 전하지 못하는 수월가, 서로 가자 굽이굽이 쳐 가자, 하늘에 닿을 너머까지, 밤아 가라 훠이훠이 가거라, 산 위에 걸린 저 달은 태평가, 서로 가자 굽이굽이 쳐 가자, 새벽에 닿을 너머까지, 달빛만이 흘러 바다가 되고, 지쳐 전하지 못하는 수월가, 하늘을 보며 그리는 풍류가, 손으로 잡을 수 없는 수월가"
31,인생찬가,임영웅,"꿈처럼 지나간 시간, 나는 무얼 찾고 싶었나, 지도도 없이 걸어온 삶을, 후회하진 않으리, 떠난 어제는 떠날 오늘로, 남겨지기도 하지, 나의 친구여 나의 형제여, 내 이름 불러주오, 미안하다 나의 인생아, 앞만 보며 살아왔구나, 찬란한 순간이여 영원하라, 내일은 처음 가는 길, 언제나처럼 또 두려워, 버들강아지 활짝 웃는 날, 후회하지 않으리, 비가 내리면 노래하리, 눈이 내려도 좋아, 나의 친구여 나의 형제여, 내 이름 불러 주오, 미안하다 나의 인생아, 앞만 보며 살아왔구나, 찬란한 순간이여 영원하라, 영원한 순간이여 찬란하라"
32,이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM),딘딘 (DINDIN),"이러면 안 될 거 아는데, 너 앞에만 서면 나락, 이러면 안 될 거 아는데, 너 앞에만 서면 나락, 이러면 안 될 거 아는데, 너 앞에만 서면 나락, 이러면 안 될 거 아는데, 이러면 안 될 거 아는데, 너 앞에만 서면 나락, 준비한 말도 얼버무려 결국 망함, 나 이런 사람 아닌데 답답해, 왜 매번 네 앞일 때 이런 게, 답장 와도 문제야 눈에 보여 망할게, 혼자서 삐져, 또 혼자서 풀어 그러다 지쳐, 이젠 끝내야지 생각하다 늦게나마 온, 너의 답장의 또 미쳐, 너 얼마나 바쁜데, 폰을 안 보는 건 말이 안돼, 내게 관심 없는 것도 아는데, 진짜 미치겠네, 이것만 넘김 될 거 같은 게 No, 이러면 안 될 거 아는데, 너 앞에만 서면 나락, 말도 안되는 거 같지만, 네가 빛나서 반짝, Woo 난 네 앞에서만 이런다니까, 이건 널 사랑하면 안 돼, part2 another one, 난 매번 이런 사랑 들 뿐이군, 매번 내 자존감은 바닥, 남들이 보는 나랑, 정반대야 허세일 뿐, 솔직한 게 좋은 거라더니, 실오라기 하나 안 걸치니, 찌질함의 극치, 뭐 잘 돼야 로맨스지 그치, 안되면 혼자 구질 구질, 이래서 사랑이 힘들어, 혼자서 상처받고 부서져 못 고쳐, 그런데 왜 네가 또 왜, 내 눈에 나타나서 날 힘들게 해, 그래도 좋아해, 이러면 안 될 거 아는데, 너 앞에만 서면 나락, 말도 안되는 거 같지만, 네가 빛나서 반짝, Woo 난 네 앞에서만 이런다니까, 혼자 상상하고 그려보다, 엉망이 되어버린 drama, 주인공이 너라서 혼잔 못해, 사실 지금도 이 곡을 다 쓰기 전에는, 제발 너의 문자가 오지 않기를, 빌고 있거든, 너의 답장에 헤벌레 하다, 다 쓴 가사가 바뀔까 봐 근데, 바꿔도 좋을 것 같아, 참 못 났지 이게 나야, 이러면 안 될 거 아는데, 너 앞에만 서면 나락, 말도 안되는 거 같지만, 네가 빛나서 반짝, Woo 난 네 앞에서만 이런다니까, 행복한가요 그대 불같은 사랑을, 난 하고 싶은데 그댄 아닌 건가요, 나를 봐줘 그대 바보 같은 나를, 나란 사람은 나 같은 사람은, 안되는 건가요"
33,돌고 돌아,세븐틴,"나는 어디로 걸어가는지, 무얼 찾아 이리 헤매이는지, 한껏 울고플 때 하늘 가까이로 가곤 해, 아무도 내 눈물 못 보게, , 목소리도 나오지 않는 많은 날을 숨 쉬고 있지만, 서로에게 건네어 나눈 마음의 소리로 그날 위해 용기를 내서, , 모두 함께 노래 부르자, 힘찬 노랫소리 슬픔 가려지도록, 괜찮을 거야 시계의 바늘처럼, 다시 돌고 돌아 제자리로 오겠지, , La La La La La La La La La La La La, La La La La La La La La La, La La La La La La La La La La La La, La La La La La La La La La, , 외로운 바람이 부는가 봐, 코끝이 차 여름날에도, 1년 지나가는 계절은, 아무것도 아니란 듯이, , 목소리도 나오지 않는 많은 날을 숨 쉬고 있지만, 서로에게 건네어 나눈 노래로 그날 위해 용기를 내서, , 모두 함께 노래 부르자, 힘찬 노랫소리 슬픔 가려지도록, 괜찮을 거야 시계의 바늘처럼, 다시 돌고 돌아 제자리로 오겠지, , 기억해 언제나 우린 함께라는 걸, 변하지 않는 너의 손 놓지 않을게, , La La La La La La La La La La La La, La La La La La La La La La, La La La La La La La La La La La La, La La La La La La La La La, , La La La La La La La La La La La La, La La La La La La La La La, La La La La La La La La La La La La, La La La La La La La La La"
34,너에게 꼭 말하고 싶은 게 있어,경서예지,"지금보다, 내가 만약 좀 더 예쁜 모습으로, 너의 귀에 들리게, 더 예쁜 말투를 쓰면, 우리 사이가 특별해질까, 내 소원은, 니 주위만 혼자 서성거리는 일, 그만하고 싶은 거 하난데, 이제는 나도 사랑 받고 싶은데, 나를 바라봐 줘 낮과 밤이 되줘, 늘 환하게 빛나는 너는, 내 사랑 알지 못하지만, 그래서 더 망설이지만, 언젠가 너의 시선 속에, 내가 드는 일이, 기적처럼 일어날 때, 다 줄게 내 거 다 너에게, 어쩔 때는, 내 마음이 너무 뜨겁기만 해서, 부담될까 걱정돼, 그러다 널 보면, 또 바보처럼 웃고 있어, 나를 바라봐 줘 낮과 밤이 되줘, 늘 환하게 빛나는 너는, 내 사랑 알지 못하지만, 그래서 더 망설이지만, 언젠가 너의 시선 속에, 내가 드는 일이, 기적처럼 일어날 때, 다 줄게 내 거 다 너에게, 선명하게 아직, 기억해 처음 너를 보았던 그날, 날 바라보는 네 눈빛에 갇혀서, 움직일 수가 없던, 그때 그 순간을, 안 들키고 싶던 티 안 내고 싶던, 너를 향한 내 마음 이젠, 전부 다 표현하고 싶어, 고민은 널 더 늦출 뿐야, 용기 내 고백을 할 거야, 네 앞에 설 거야, 너 하나로 가득한 하루가, 내게는 꿈보다 소중해, 넌 평생 내 맘 모른대도"
