,가수,노래 제목,노래 가사
24,신지후 (포스트맨),정신 못 차린 듯이,어쩌면 운명인 걸까 우연하게 마주친 모습 시간은 멈추고 세상의 빛은 너만을 위해 내린 것처럼 예뻤어 가끔은 내 깊은 꿈속에서 작은 너의 손을 잡고 붉은색 물감이 번진 저 높은 곳에서 함께 머무는 꿈을 꾸곤 했어 사랑 참 어렵다는 걸 알고 있지만 몇 번을 아파한 이별에 두렵지만 널 만나 아직 정신 못 차린 듯이 이렇게 다시 사랑을 해 때로는 너의 마음 모양도 부디 내 맘과 같기를 바라고 바랬어 그대로 있어주면 돼 지금처럼만 항상 그 자리에 사랑 참 어렵다는 걸 알고 있지만 몇 번을 아파한 이별에 두렵지만 널 만나 아직 정신 못 차린 듯이 이렇게 다시 사랑을 해 잃어버린 것 같던 감정들 너로 인해 느껴져 놓치고 싶지 않아 사랑 참 어렵다 해도 너를 만난 건 한 번도 후회 한적 없는 전부라고 계속 너만을 정신 못 차린 듯이 이대로 너를 사랑할게
25,성시경,희재 (Edit Version),햇살은 우릴 위해 내리고 바람도 서롤 감싸게 했죠 우리 웃음속에 계절은 오고 또 갔죠 바람에 흔들리는 머릿결 내게 불어오는 그대 향기 예쁜 두눈도 웃음 소리도 모두가 내 것이었죠 이런 사랑 이런 행복 쉽다 했었죠 이런 웃음 이런 축복 내게 쉽게 올리 없죠 눈물 조차 울음조차 닦지 못한 나 정말로 울면 내가 그댈 보내 준 것 같아서 그대 떠나가는 그 순간도 나를 걱정했었나요 무엇도 해줄 수 없는 내 맘 앞에서 그대 나를 떠나 간다해도 난 그댈 보낸적 없죠 여전히 그댄 나를 살게 하는 이율테니 이런 사랑 이런 행복 쉽다 했었죠 이런 웃음 이런 축복 내게 쉽게 올리 없죠 눈물 조차 울음 조차 닦지 못한 나 정말로 울면 내가 그댈 보내 준 것 같아서 그대 떠나가는 그 순간도 나를 걱정했었나요 무엇도 해줄 수 없는 내 맘앞에서 그대 나를 떠나 간다해도 난 그댈 보낸적 없죠 기다림으로 다시 시작일테니 얼마나 사랑했는지 얼마나 또 울었는지 그대여 한순간 조차 잊지 말아요 거기 떠나간 그곳에서 날 기억하며 기다려요 하루씩 그대에게 다가가는 나 일테니
26,울랄라세션,Open Arms (Journey) (Feat. 크리스티나),Lying besides you here in the dark feeling your heart beat with mine softly you whisper you're so sincere How could our love you so blind We sail on together we drifted apart and here you are by my sideOh now I come to you with open arms nothing to hide believe what I saySo here I am with open armshoping you seewhat your lovemeans to me open armsLiving without you living alonethis empty house seems so coldWanting to hold youwanting you nearhow much I wanted you homebut now that you've come backturned night into dayI need you to staySo now I come to youwith open armsnothing to hidebelieve what I saySo here I am with open armshoping you seewhat your love means to meOpen arms
27,토이,스케치북(Feat. 김장훈&윤종신),우리에게 주어진 하루라는 시간동안 어떤색을 칠할수가 있을까 파란하늘처럼 하얀 초생달처럼 항상 그렇게 있는 것처럼 살 수 있을까 붓을 들땐 난 고민을 하지 조그만 파레트위에 놓인 몇 되지도 않는 물감들은 서로 날 유혹해 화려한 색칠로 멋을 냈지만 들여다보면 어색할뿐 고민하지마 너 느끼는 그대로 너의 지금 모습 솔직하게 그리면 되잖니 걱정하지는 마 니 작은 꿈들을 칠할 하얀 공간 아직까지 충분해 편협했던 내 비좁은 마음 무엇을 찾아 헤매인걸까 내옆에 있어준 소중한 것들을 잊은채 현실이란 이유 그것만으로 이기적인 삶 걸어왔지 고민하지마 좀 잘못되면 어때 처음 부터 다시 지우개로 지우면 되잖니 걱정하지는마 좀서투르면 어때 그런 너의 모습 아름답기만 한걸 우리에게 주어진 하루라는 시간동안 어떤 색을 칠할수가 있을까 나나나나 나나나
28,정승환,집에 같이 갈래 (Full band Ver.),반짝이는 불빛들 상쾌한 저녁 공기 오늘같이 시원한 날씨에는 걷고 싶은걸 마침 눈앞에 서있는 널 발견했어 오랫동안 숨겨온 내 마음 오늘은 꼭 말하고 싶어 집에 같이 갈래 데려다줄까 가는 동안 나랑 얘기하자 혹시나 너도 나와 같이 걷고 싶다면 말이야 처음 널 알게 됐을 때 지켜주고 싶었어 그 순간부터 지금까지 너만 보이는걸 별것 아닌 것들도 네가 좋아하면 나도 좋아지는걸 난 네가 궁금해 자꾸만 너를 알고 싶어 집에 같이 갈래 데려다줄까 가는 동안 나랑 얘기하자 혹시나 너도 나와 같이 걷고 싶다면 말이야 사실 난 너에게 해야 할 말이 있어 늘 간직했던 늘 감춰왔던 나의 소원이 너란 걸 집에 같이 갈래 데려다줄까 가는 동안 나랑 얘기하자 혹시나 너도 나와 같이 걷고 싶다면 이제야 말해 그 누구보다 널 많이 사랑한다고 뒤에서 바라보기만 했던 나를 이제 고백해
29,이민혁,너의 사랑이 날 웃게 해,한눈에 알았죠 이유는 없었죠 이를테면 운명처럼 그댈 알아본 거죠 서투른 표현이 좋아 보였다던 그대를 마주한 순간 내 세상이 변했죠 우연히 눈 맞출 때 내 이름 불러줄 때 하얀 눈에 비친 두 사람 밝게 웃는 너와 나 너의 사랑이 날 보게 해 온 세상이 아름답게 보여 더는 말할 수 없는걸 너의 사랑이 날 듣게 해 모든 소리가 노랫소리로 들려 네게 전하고 싶은 말 oh you 늘 여기서 있을게 너도 날 믿어줄래 당연한 듯 내 손을 잡아 함께 걷는 너와 나 너의 사랑이 날 보게 해 온 세상이 아름답게 보여 더는 말할 수 없는걸 너의 사랑이 날 듣게 해 모든 소리가 노랫소리로 들려 네게 전하고 싶은 말 니 옆에서 난 너만 볼 게 너만 사랑할 게 다른 건 바라지 않을게 내 옆에만 있어 주면 돼 니 사랑만이 날 웃게 해 니 사랑만이 날 보게 해 내 곁으로 와 줘서 나를 사랑해 줘서 너에게 정말 고마워 정말이야 고마워
30,제이세라,내 마음 별이되어,사랑해요 그댈 두번 다시 볼 수 없지만 세상 그 무엇보다 고마운 한 사람 이젠 내가 곁에서 그대만의 별이 되어 그대를 비춰줄게요 my love 그대가 힘이 들 때 따뜻한 말 한마디 하지 못한 내가 후회가 되요 my love 많이 아플 때에도 안아주지 못한 게 자꾸 눈물이 되요 사랑은 그렇게 말없이 떠나가지만 내 맘은 변하지가 않아요 사랑해요 그댈 두번 다시 볼 수 없지만 세상 그 무엇보다 고마운 한 사람 이젠 내가 곁에서 그대만의 별이 되어 그대를 비춰줄게요 my love 그대 보고 싶을 때 너무 보고 싶을 때 그땐 어떻게 하죠 그대가 보던 모든게 다 변해가지만 내 맘은 변하지가 않아요 사랑해요 그댈 두번 다시 볼 수 없지만 세상 그 무엇보다 고마운 한사람 이젠 내가 곁에서 그대만의 별이 되어 그대를 비춰줄게요 비가 내리는 날마다 그대의 눈물일까봐 나도 따라 울었어 들리나요 내 눈물을 지금 듣고 있나요 세월이 지나도 그댈 잊지 않을게 그대의 가슴속에 하나뿐인 별이 되어 그대를 비춰줄게요 사랑해요 그댈 두번 다시 볼 수 없지만 세상 그 무엇보다 고마운 한사람 이젠 내가 곁에서 그대만의 별이 되어 그대를 비춰줄게요 그대의 별이 될게요
31,임창정,내 생에 가장 아름다운,봄 꽃들이 흘러내린 그 거리를 함께했던 따뜻한 향기는 어제만 같은데 어느새 낙엽이 내린 이 거리에 너와의 추억이 하나 둘 쌓여만 가는 걸 오후 햇살처럼 포근한 그 품에 잠들었던 어색하고 낯설었던 그날이 말하지 못했지만 내 생에 가장 소중한 사랑이었나 봐 그때가 너무 그립다 그 별거 아닌 한 남자를 말없이 기다려주던 그때가 오늘도 난 너를 찾아가는 길 아직도 못다한 그 말이 남아서 텅 빈 거리를 이렇게 서성인다 지친 하루의 무게에도 따뜻한 그 손길에 편안했고 행복하던 그날이 말하진 못했지만 내생에 가장 소중한 사랑이였나봐 그때가 너무 그립다 그 별거 아닌 한 남자를 말없이 기다려주던 그때가 오늘도 난 너를 찾아가는 길 아직도 못다한 그 말이 남아서 텅 빈 거리를 이렇게 걸어본다 그날 이후 아직 네게 하지 못한 말 이제야 혼자 너에게 외친다 사랑해 너무 그립다 그 별거 아닌 한 남자를 말없이 기다려주던 그때가 오늘도 난 너를 찾아가는 길 아직도 못다한 그 말이 남아서 텅 빈 거리를 이렇게 서성인다
32,박창근,엄마,찬바람이 무섭던 날 엄마 외투에 숨어 집으로 가던 그 밤 아직 생각이 나요  작은 창 하나 단칸방이었어도 엄마의 가슴속은 참 고요하고 따뜻했어요 음  내 나이 마흔 그때 엄마 나이가 되어 당신을 생각해요  내 나이 마흔 그때 엄마 나이가 되어 당신을 생각해요  보고싶구요 미안하구요 사랑하구요  엄마 엄마 엄마 엄마 엄마 엄마  엄마 엄마 엄마 엄마 엄마 엄마  엄마 엄마 엄마 엄마 엄마 엄마
33,정준일,아니야,알아 다 알아 내가 눈물 말라버린 너의 얼굴위로 검게 드리워진 두려움과 떨림 너는 힘겹게 내게 말했었지 헤어지자 우리 너무 아프잖아 이제 우리 그만하자 너도 잘 알고 있잖아 난 두려워 우리의 날들이 고마웠었어 항상 아이처럼 포근히 날 다독이던 너 내겐 너무나도 따스했던 너 영원히 잊을 수는 없을 거야 헤어지자 우리 너무 아프잖아 이제 우리 그만하자 너도 다 알고 있잖아 우리 앞에 놓인 운명의 끝 행복하지는 마 다른 사람 만나 찬란했던 우리의 날 보다 너 없는 하루를 살 수 있을까 난 그게 두려워 어디서 난 잠이 든 건지 꿈에서 너를 만났을 때 어쨌든 살아가는 네가 너무 싫어서 널 저주했었어 불행하길 바란다는 게 널 미워해 하는 말이 아니야 헤어지지 말자 사실 나 알고 있었어 철없게 굴어서 참 미안해 행복하길 바래 다른 사람 만나 불행했던 우리의 날 보다 떠나려는 널 잡지 않았던 건 내 맘이 아니야 너를 미워한 게 아니야
34,Wanna One (워너원),술래,헤어지잔 말은 마요 나 혼자 두고 떠나가지 마요 끝이라는 말은 마요 매일 아침이면 눈을 뜨면 난 숨만 쉬며 살겠지 내게 무뚝뚝하게 굴지 마요 견딜 수가 없어요 오늘도 나는 술래 너를 찾지 못해 그만 나와 줄래 혼자 남아 겁에 질려서 널 부르고 있는 나 넌 또 숨네 어디에도 네가 보이질 않네 바보처럼 참지 못하고 널 부르고 울어 나 그래 너를 찾아 다시 너를 찾아 난 Go away 안녕이란 말은 마요 날 두고 더는 아파하지 마요 두려움에 숨진 마요 매일 밤이 되면 눈 감으면 또 숨이 막혀 찾겠지 견딜 수가 없어 두려워 네가 없는 어둠이 내겐 너무 낯설어 너란 빛이 없는 이 밤이 길어져 버린 외로움이 I can't take it No 돌아와 줄래 오늘도 나는 술래 너를 찾지 못해 그만 나와 줄래 혼자 남아 겁에 질려서 널 부르고 있는 나 넌 또 숨네 어디에도 네가 보이질 않네 바보처럼 참지 못하고 널 부르고 울어 나 I don't know 아직은 혼자가 어색하지만 버틸 수 있을 거라 위로해 보지만 어차피 혼잣말 텅 빈 메아리만 자꾸 맴도는 이 방이 Lonely So lonely I need you right now Where you at 네가 없는 하루가 또 가네 내일은 널 볼 수 있길 바래 나 오늘도 나는 술래 너를 찾지 못해 그만 나와 줄래 혼자 남아 겁에 질려서 널 부르고 있는 나 넌 또 숨네 어디에도 네가 보이질 않네 바보처럼 참지 못하고 널 부르고 울어 나 그래 너를 찾아 다시 너를 만나 난 Go away
35,이병찬,나타나,왜 내 눈앞에 나타나 왜 네가 자꾸 나타나 두 눈을 감고 누우면 왜 네 얼굴이 떠올라 별 일 아닌 듯하다가 가슴이 내려앉다가 스치는 일인 게 아니라는 걸 그것만은 분명한가 봐 사랑인가 봐 내 모습이 부족하다고 느낀 적 없었어 하루 끝자락이 아쉬운 적도 없었어 근데 말야 좀 이상해 뭔가 빈틈이 생겨버렸나 봐 네가 와야 채워지는 틈이 이상해 삶은 다 살아야 아는 건지 아직 이럴 맘이 남긴 했었는지 세상 가장 나 쉽게 봤던 사랑땜에 또 어지러워 왜 내 눈앞에 나타나 왜 네가 자꾸 나타나 두 눈을 감고 누우면 왜 니 얼굴이 떠올라 별 일 아닌 듯하다가 가슴이 내려앉다가 스치는 일인 게 아니라는 걸 그것만은 분명한가봐 사랑인가 봐 사랑이야 사랑이야 그리 놀랄 건 아닐지라도 그게 너라는 건 믿기 힘든 걸 코앞에 너를 두고서도 몰랐던 내가 더 이상해 왜 내 눈앞에 나타나 왜 네가 자꾸 나타나 두 눈을 감고 누우면 왜 네 얼굴이 떠올라 별 일 아닌 듯하다가 가슴이 내려앉다가 스치는 일인 게 아니라는 걸 그것만은 분명한가봐 사랑인가 봐 이러려고 네가 내 곁에 온 건가 봐
36,노을,살기 위해서,내가 이렇게도 가슴이 뛰는 건 그대가 내 마음에 다녀 갔었나봐 우리 사랑은 또 스쳐가지만 세상에서 가장 그리운 사람 내가 어느 새 그대 이름을 불러 원합니다 내가 살기 위해서 그 사랑이 아파도 기다릴게 여기서 사랑이란 멀리 있어도 언젠간 만날 테니까 니가 없으면 죽을 것 같아서 살기 위해서 왜 이유 없이 눈물이 났는지 그렇게 가슴 아파야 했는지 지금 달려가 꼭 말해주고 싶어 원합니다 내가 살기 위해서 그 사랑이 아파도 기다릴게 여기서 사랑이란 멀리 있어도 언젠간 만날 테니까 니가 없으면 죽을 것 같아서 널 사랑해서 두 번 다시 못 보게 될까봐 연기처럼 니가 사라질까봐 난 두려워 원합니다 내가 살기 위해서 날 살게 해준 사람 바로 그대입니다 눈물마저 고맙습니다 그대가 준 것이니까 그리움조차 나는 행복해서 살기 위해서 널 사랑해
37,볼빨간사춘기,드림,드림  저 멀리 달아나 내가 널 볼 수 없게 한번도 꿈꾼 적 없어 내 앞에 너란 사람 다치게 하지마 더는 다가오지마 얼어붙어버린 가슴이 너를 안을 수가 없어 꽃 비가 내려와 검은 눈물 덮어 붉어진 두 눈에 널 담았어 시간을 되돌려 아름다운 그때 다시 돌아가고 싶은데 거센 바람처럼 스쳐 지나가는 흔한 사랑이라고 난 그렇게 눈 감을래 슬픈 꿈을 꾸듯 깊은 잠에 빠져서 너를 지우고 나면 가슴 시린 눈물만이 남아 같은 하늘 아래 같은 시간 속에 얼마나 울어야 널 잊을까 멈출 수가 없어 숨 쉴 수도 없어 너를 사랑하고 싶은데 거센 바람처럼 스쳐 지나가는 흔한 사랑이라고 난 그렇게 눈 감을래 슬픈 꿈을 꾸듯 깊은 잠에 빠져서 너를 지우고 나면 가슴 시린 눈물만이 얼어버린 내 심장에 오직 한 사람 너를 지우고 나면 가슴 아픈 눈물만이 흘러
