,가수,노래 제목,노래 가사
198,한살차이,어쩌면 난 아직 사랑일까,얼어있던 기억이 밤이면 녹아 흘러 디딜 곳 없이 내 방을 채워 결국 너로 잠 못 드는 밤 졸음처럼 떠밀려와 함께 한 우리 추억이 이젠 너와 나 저 먼 별빛처럼 다른 시간에 살고 있나 사랑은 찰나 같은데 이별은 슬프게 더디 흘러 너 하나 없는 하룬데 세상이 텅 빈 듯 낯설어 넌 괜찮은거니 나 없는 하루가 모든게 꿈인 듯 해 사랑도 이별도 난 믿기지 않아 너 하나 없는데 내 시간은 멈춰선 듯 해 사랑은 찰나 같은데 이별은 슬프게 더디 흘러 너 하나 없는 하룬데 세상이 텅 빈 듯 낯설어 넌 괜찮은거니 나 없는 하루가 눈물로 널 비워도 통 줄지를 않아 언제쯤이면 괜찮아질까 사랑은 찰나 같은데 이별은 슬프게 더디 흘러 너 하나 없는 하룬데 세상이 텅 빈 듯 낯설어 넌 괜찮은거니 나 없는 오늘 하루가 어쩌면 난 아직 사랑일까
199,한지현,이 소설의 끝을 다시 써보려 해,시계가 반대로 돌아가고 있어 TV속 영화가 되감아지고 있어 내렸던 빗물이 올라가고 있어 잊었던 기억이 돌아오고 있어 도로 위에 차들이 반대로 달리고 온 세상의 모든 게 다 거꾸로 움직여 지금 나는 계속 반대로 뒷걸음질 치며 그날의 너에게 돌아가고 있어 운명 같은 만남 너무 아픈 결말 난 이 소설의 끝을 다시 써보려 해 내 한 권의 사랑 마지막 장면엔 니가 있어야 해 그래야 말이 되니까 한 장씩 한 장씩 뒤로 넘겨 지며 아팠던 일기가 지워지고 있어 가루 낸 사진이 모여들고 있어 버렸던 미련이 돌아오고 있어 삼켰던 내 눈물이 다시 뱉어지고 뱉었던 그 모진 말은 다시 삼켜지고 지금 나는 계속 반대로 뒷걸음질 치며 그날의 너에게 돌아가고 있어 운명 같은 만남 너무 아픈 결말 난 이 소설의 끝을 다시 써보려 해 내 한 권의 사랑 마지막 장면엔 니가 있어야 해 그래야 말이 돼 여기야 우리가 이별한 그 슬픈 페이지 내 앞에서 니가 서서 울고 있어 너에게 묻고 싶어 너만 괜찮다면 난 이 소설의 끝을 다시 써보려 해 내 한 권의 사랑 마지막 장면엔 니가 있어야 해 그래야 말이 되니까
200,시즘(SIjm),구애가(求愛歌),Morning coffee 내 옆에 그대와 마시네요 컵 속에 두 개의 칫솔 이제는 거울 속에 두 사람이 항상 그려 왔던 너와 나의 모습 이제는 더 이상 그릴 필요 없어 믿지 않았었던 천사를 너란 사람 때문에 믿어요 내가 사는 이유 너만의 내가 되어 사랑할게 항상 생각했던 너와 나의 모습이 생각보다 아름다워 미치겠어 이제는 너와 같은 곳만 보며 살아갈게 내 삶의 중심은 너로 변 할거야 나에게 전부 oh 나만의 사랑 그 무엇보다 널 사랑해
201,V,Sweet Night,On my pillow Can’t get me tired Sharing my fragile truth That I still hope the door is open Cuz the window Opened one time with you and me Now my forever’s falling down Wondering if you’d want me now How could I know One day I’d wake up feeling more But I had already reached the shore Guess we were ships in the night Night night We were ships in the night Night night I’m wondering Are you my best friend Feel’s like a river’s rushing through my mind I wanna ask you If this is all just in my head My heart is pounding tonight I wonder If you Are too good to be true And would it be alright if I Pulled you closer How could I know One day I’d wake up feeling more But I had already reached the shore Guess we were ships in the night Night night We were ships in the night Night night
202,박보람,못하겠어,나는 조금 멀리 왔어 몸이라도 멀다 느껴지면 정말 멀어질까 봐 근데 여기까지 와서 함께 했더라면 무척이나 좋았을 것 같아 나의 하룬 너의 하루와 다를게 없었고 항상 함께였던 우리는 같은 기분이었고 너의 기억들이 조금 희미해져 가지만 추억 만은 선명해지는 밤 못하겠어 하루종일 아파하는 일은 함께 울고 웃던 그 날마저 괴롭히는건 못하겠어 아직까지 널 놓지 못하고 한참 동안 그곳에 살 것 같아 시간이 지나면 조금은 괜찮아질거란 사람들의 위론 조금도 이해할 수가 없어 매일 투덜대던 이기적인 나의 모습을 후회하며 널 떠올리곤 해 못하겠어 하루종일 아파하는 일은 함께 울고 웃던 그날마저 괴롭히는건 못하겠어 아직까진 널 놓지 못하고 한참 동안 그곳에 살 것 같아 너를 잊지 못하고 아직 널 떠날 순 없을 것 같아 안되겠어 보내줘야 하는 걸 알지만 너의 잔상마저 없이 살아갈 순 없어서 못하겠어 나는 너를 지우지 못하고 한참동안 이렇게 살 것 같아 한참동안 난 힘들 것 같아
203,이보람 (씨야),FREAK (English Ver.),the grey rain falls on this lonely city rain in the dark night that is all i need honestly i want to know what you think about me but do you ever think of me the sun goes down and the world goes black where i'll soon rest my body that is all i want someone save my soul from this world full of darkness I've been crying my heart out yes i know i know i know i know that I’m not great you know it i know i know i know i know I’m just a freak don't judge me for what I am just trying to get by stop killing me it's too much stop killing me it's too much the sun goes down and the world goes black where i'll soon rest my body that is all i want someone save my soul from this world full of darkness I've been crying my heart out yes i know i know i know i know that I’m not great you know it i know i know i know i know I’m just a freak don't judge me for what I am just trying to get by stop i know i know i know i know that I’m not great you know it i know i know i know i know I’m just a freak don't judge me for what I am just trying to get by stop killing me it's too much stop killing me it's too much yes I know I’m a freak
204,권진아,Lonely Night,이런 시간엔 더 그리워 홀로 남는 이 순간 떠난 줄 알면서도 자꾸 떠오르는 너 왜 넌 그때 날 떠났을까 너무 힘이 든다던 그게 이유라면 이유일 수 있지만 나는 알 수 없는걸 Lonely Night Lonely Night 떠나던 그 모습이 남았던 Lonely Night so Lonely Night 기억 속에 남은 모습으로 이런 시간들이 외로워 모두 떠난 이 밤엔 잊으려고 해봐도 자꾸 떠오르는 너 왜 난 그때 널 보냈을까 견딜 수도 없을 걸 알며 마음으로 애원했었지만 그저 바라보았어 Lonely Night Lonely Night 떠나던 그 모습이 남았던 Lonely Night so Lonely Night 기억 속에 남은 모습으로 지금도 그리운걸 외로운 밤 홀로 일 땐 떠나던 뒷 모습이 한 없이 그리운걸 Lonely Night Lonely Night 떠나던 그 모습이 남았던 Lonely Night so Lonely Night 기억 속에 남은 모습으로 Lonely Night Lonely Night 떠나던 그 모습이 남았던 Lonely Night so Lonely Night so Lonely Night so Lonely Night Lonely Night
205,장정한,둘만의 이야기,어떤 말로 시작할까 그대에게 들려주고픈 우리 둘만의 이야기 한편의 영화 같았지 함께 그린 모든 기억들은 언제나 아름다웠어 그대여 어린 날 함께 했던 순간들이 아직도 선명한 그 때 우리의 모습에 사랑한단 그 말 할 줄 알 수 없었던 날 그댄 기억하나요 기억해 그대가 보냈던 짧은 메세지 이제야 새롭게 보이는 그대 모습에 사랑한단 그 말부터 하고 싶었던 맘 그댄 알고 있나요 눈을 감아봐도 또렷해지는 그대 모습에 나 또 잠 못 이룰 것 같아 나란히 기대어 하루 끝에 네 손을 잡으며 나 깊은 꿈을 꿀거야 그대여 사랑을 내게 알려준 그대여 그대여 마음을 내게 안겨준 그대여 사랑한단 그 말 조차 내겐 아쉬운걸 모든 날의 그대여 어떤 말로 시작할까 그대와 함께 만들어 갈 우리 둘만의 이야기
206,마끼아또 (Machiato),알고 있을까요 (feat. 묘수),얼마나 시간이 지나왔는지 그날의 눈물도 이젠 무뎌졌지만 아직 나는 초라하고 작게만 느껴지곤 해 그때의 말들에 서러운 맘들을 말하지 못해 널 힘들게 하고 더 멀어졌나 봐 그때 널 알았더라면 우린 지금 달랐을까 기대도 하곤 해 이런 나를 알고 있을까요 한 번만 돌아보면 안 돼요 지나가는 일처럼 될 수가 있나요 매일 똑같은 반복이어도 다시 너를 찾고 있는데 내 맘 닿아주길 바래요 미안한 감정들을 꺼내지 못해 널 지치게 하고 더 미워했나 봐 지금을 알고 있다면 우린 지금 어땠을까 생각도 하곤 해 이런 나를 알고 있을까요 한 번만 돌아보면 안 돼요 지나가는 일처럼 될 수가 있나요 매일 똑같은 반복이어도 다시 너를 찾고 있는데 내 맘 닿아주길 바래요 우리 멀리 있어도 그댈 느낄 수 있죠 처음 만난 그 시간에 멈춰 서서 이런 나를 알고 있을까요 한 번만 돌아보면 안 돼요 지나가는 일처럼 될 수가 있나요 매일 똑같은 반복이어도 다시 너를 찾고 있는데 내 맘 닿아주길 바래요
207,조순종,니 소식,그 동안 어떻게 지냈을까 궁금해져서 니 소식을 찾아 혹시 나의 마음이 예전처럼 돌아갈까봐 한 편엔 조심스러웠어 유난히 따뜻했던 지난 겨울 넌 잘 지내고 있었구나 친구들과 웃으며 마치 모든것이 행복한 소녀같아서 나의 빈 자리가 아직 남아 있을까 조금 기대하는 마음이 들기도 했어 사진 몇 장에 반복된 그 사람이 너의 새로운 사랑이구나 알게 됬어 정말 다행이야 잘 지내줘서 여전히 예뻐서 사랑받고 있어서 아직 아물지 않은 내 마음은 너에게 숨기고 아무일 없듯이 견뎌낼꺼야 유난히 따뜻했던 지난 겨울 넌 잘 지내고 있었구나 친구들과 웃으며 마치 모든것이 행복한 소녀같아서 나의 빈 자리가 아직 남아 있을까 조금 기대하는 마음이 들기도 했어 사진 몇 장에 반복된 그 사람이 너의 새로운 사랑이구나 알게 됬어 정말 다행이야 잘 지내줘서 여전히 예뻐서 사랑받고 있어서 아직 아물지 않은 내 마음은 너에게 숨기고 아무일 없듯이 견뎌낼꺼야
208,김찬영,이제그만,오늘도 웃으며 나를 반겨주는 너 마지못해 잡아준 너의 두 손 오늘은 말하자 우리 헤어지자고 너를 사랑하지 않는다고 내가 먼저 좋아한 옆에 있는 너를 나는 떠나가려해 그래 변한 건 나야 나도 이번만큼은 다를 줄 알았는데 네게 이별을 말하고 그제서야 내려놓은 잡아주고 있던 너의 손 힘없이 주저앉은 너를 내려봐도 눈물은 흐르지 않더라 어제도 다녀간 너의 집 앞 카페를 할 얘기도 없는데 왜 온거니 식상한 데이트 매번 같은 장소는 나를 더욱 미치게 할 텐데 우리 통화할 때면 말수적은 네가 나는 너무 답답해 얘기 지어낼 것도 이제 더는 없어서 둘러대며 끊었어 네게 이별을 말하고 그제서야 내려놓은 잡아주고 있던 너의 손 힘없이 주저앉은 너를 내려봐도 눈물은 흐르지 않더라 둘이 만나면 전화기만 만지고 항상 그 자리에 누군가를 불러내 시선을 의식해 보여주기 위한 사랑하는 척도 이제 그만 줄을 탄 듯이 불안한 우리 둘의 사랑도 나로 인해 끝이 났지만 너를 위해서라도 나 같은 것쯤은 잊은 채 사는 게 좋은걸 미안해 나도 이런 내가
209,소이버튼,오르막길 (New ver.),오르막길 오를 때 헐떡이는 숨처럼 가파른 마음의 벽이 언제쯤 평지가 될까 어지러운 마음과 허무함이 사무칠 때 아름다운 사랑의 끝에 도착하고 싶어지네 오르막길 너는 나의 오르막길 숨이 차 멈추고 싶을 때도 있지만 오르막길 너는 나의 오르막길 결국은 오르고픈 넌 나의 오르막길 오르던 길 내려올 때 풀리는 다리처럼 허무한 마음의 한숨들 언제쯤 담담해질까 오르막길 너는 나의 오르막길 숨이 차 멈추고 싶을 때도 있지만 오르막길 너는 나의 오르막길 결국은 오르고픈 넌 나의 오르막길
210,이송이,"일상, 그 순간순간",또 시작되는 같은 일상들 반복되는 쳇바퀴도는 매일매일이 지루하고 재미없을때 또 같은거리 같은가게 똑같은버스 똑같은하루 같은 매일을 사는것 같지만 순간순간이 다 다른걸 한발 내 딛으면 앞서가고있던 저 달과 내가 나란히 걷고있어 작은 움직임에도 내가 보던세상은 어느새 달라져있어 고갤들어 지금 올려다보는 이 하늘 매일보지만 어젠 없었던 푸른 바다에 흰눈이 내린것만같아 봄 여름 가을 겨울 계절이 주는 색다름과 다른 그림들 내 하루에도 계절이 있기에 겨울에도 난 봄을 살 수 있어 한발 내 딛으면 앞서가고있던 저 달과 내가 나란히 걷고있어 작은 움직임에도 내가 보던세상은 어느새 달라져 한발 내딛으면 나란히 걷고있던 저 달을 이젠 내가 이끌고 있어 작은 움직임에도 내가 보던 세상은 어느새 달라져있어
211,UAZ,반대로 (Feat. elppa),이랬다저랬다 앞뒤가 안 맞는 난 네가 너무 좋아 당황해서 그래 오해하지 마요 네가 싫은 게 아니라 널 보면 떨려서 흔한 한마디 하기도 어려워 네 앞에만 서면 온 세상 거꾸로 보여 어지러 맘처럼 안돼 준비했던 한마디 생각했던 일들이 다 반대로 되는 듯해 망설이는 내 행동에 너의 반응이 안 좋아 보여 오늘도 왜 이렇게 꼬여가는지 속상해서 잠이 안 와 이랬다저랬다 앞뒤가 안 맞는 난 네가 너무 좋아 당황해서 그래 오해하지 마요 네가 싫은 게 아니라 널 보면 떨려서 흔한 한마디 하기도 어려워 네 앞에만 서면 온 세상 거꾸로 보여 어지러 맘처럼 안돼 내가 왜 이러는지 설명을 하고 싶어도 입이 안 떨어져 망설이는 내 행동에 너의 반응이 안 좋아 보여 오늘도 왜 이렇게 꼬여가는지 속상해서 잠이 안 와 이랬다저랬다 앞뒤가 안 맞는 난 네가 너무 좋아 당황해서 그래 오해하지 마요 네가 싫은 게 아니라 널 보면 떨려서 흔한 한마디 하기도 어려워 Oh 오늘은 너에게 똑바로 말할래 망설이지 않을래 좋아한다고 똑바로 말할 거야 네 눈을 보며
212,미넌 (ME NONE),짝사랑,오늘 밤 도 계속 네 생각에 쉽게 잠 이 들지 못하고 있어 늦은 시간에 넌 뭐 하고 있을까 또 생각해 비가 내리고 있는데 넌 지금 뭐 해 친구들 과 함께일까 연락을 해볼까 하다 방해하는 건 또 아닐까 망설이다 잠들어 난 널 생각하며 항상 잠들곤 해 이러면 나를 통해 널 볼 수 있을까 너를 마주 보며 너와 함께하면 너무나 좋을 텐데 비가 내리고 있는데 넌 지금 뭐 해 친구들 과 함께일까 연락을 해볼까 하다 방해하는 건 또 아닐까 망설이다 잠들어 난 널 생각하며 항상 잠들곤 해 이러면 나를 통해 널 볼 수 있을까 너를 마주 보며 너와 있는다면 너무나 좋을 텐데
213,예나의 일기,메트로놈,오늘도 쉴 새 없이 달리네 똑딱 똑딱 똑딱 일정하게 똑같은 하루를 보내네 똑딱 똑딱 똑딱 매일 똑같은 일상 속에 매일 똑같은 박자에 맞춰사네 때론 박자를 줄여 천천히 쉬어가면서 때론 박자를 높여 더 빠르게 달려가네 똑같은 일상을 바꾸네 똑딱 똑딱 똑딱 오늘도 변함없이 달리네 똑딱 똑딱 똑딱 반복되는 일상에 지쳐만 가네 똑딱 똑딱 똑딱 매일 똑같은 일상 속에 매일 똑같은 박자에 맞춰사네 때론 박자를 줄여 천천히 쉬어가면서 때론 박자를 높여 더 빠르게 달려가네 똑같은 일상을 바꾸네 똑딱 똑딱 똑딱
214,발라듀엣,3월의 눈,아무것도 적히지 않은 하얀 종이 위에 조심스레 번지지 않게 한 글자씩 적어 내려가 어차피 네게 닿지 못하는 숨겨야 하는 마음 차갑던 너는 3월의 눈과 같이 어울리지 않아 어차피 너는 불면 날아갈 얇은 종이 같았고 그래서 나는 사랑한다 한마디 적질 못했네 한참 동안 그 자리에서 그저 눈물만 번지고 나는 네게 잠시라 해도 소중한 사람이었을까
215,J-Hoon,가려진 시간속에 너 (Feat. Ben),누군가는 내게 말을 하지 사랑은 변한다 하지 믿을 수 없는 애기 난 애써 지워 버리려 해 그러나 누군가 에겐 한번 즘 오는 시련의 계절이 다가 올 줄을 난 모르고 있었지만 멀어져 가는 너의 마음이 조금 식 자꾸만 날 지치게 하고 하 염 없는 눈물이 날 적시고 있었고 이렇게 이별이 오나 봐 한번 만 나에게 사랑 한다고 말해 줘 다시는 널 볼 수 없는 내 아픈 예감 속에 이렇게 널 좋아했던 나의 모습에 나는 왜 아무 말도 못하고 있는 지 왜 그런지 멀어져 가는 너의 마음이 조금 식 자꾸만 날 지치게 하고 하 염 없는 눈물이 날 적시고 있었고 이렇게 이별이 오나 봐 누군가는 한번 즘은 잊지 못할 소중 한 사랑의 기억 잊지 못하죠 그러나 시간은 모든 걸 잊게 만들고 이렇게 이렇게 이별이 오나 봐 변해가는 너의 모습을 난 바라보며 언젠가 너도 누군가의 추억이 되겠지 이렇게 믿을 수 없는 아픈 현실에 나는 왜 아무 말도 못하고 있는지 왜 그런지
216,라샤 (LACHA),사랑..지나가다(기억하나요),하루가 가요 밖은 어느새 어두워지고 바쁜 사람들속에 그댄 어때요 잘 살고 있나요 혹시 그대도 매일 나처럼 울고 있는건 아닌지 기억하나요 참 좋았었던 우리 첨만난 그날의 햇살을 영원할 것 같던 우린 스쳐 지나가네요 사랑이란게 이런거라면 사랑않했죠 우리 아름답던 추억 모두 스쳐지나가요 우린 꽃잎이 내리던 5월의 그 길엔 말없이 그냥 웃고 걸었던 그대와 내가 있는데 기억하나요 참 좋았었던 우리 첨만난 그날의 햇살을 영원할 것 같던 우린 스쳐 지나가네요 사랑이란게 이런거라면 사랑않했죠 우리 아름답던 추억 모두 스쳐지나가요 우린 수많은 날이 지나면 그대 아무렇지도 않게 웃을까요 정말 그대없이 나혼자만 살아야 하나요 이젠 그대를 다신 볼 수가 없겠죠 사랑했던 우리 날들 지워요 영원할 것 같던 우린
217,최윤,만년애 (万年愛),저는 과거에 소중한 사랑을 아끼지 못하고 잃은후에야 크나큰 후회를 했습니다 인생사 가장 고통스러운일이 평생을 후회하며 아파하는것이라 합니다 다시 사랑할 수 있다면 만약 기한을 정해야 한다면 만년으로 하겠습니다 나 그대없음 안돼요 이젠 난 기다릴게요 언제까지나 그대가 내게 오길 약속할게요 허수아비처럼 그대만을 바라보면서 견딜 수 있어요 난 괜찮아요 그대 오지 않아도 나는 그대의 허수아비인걸 제발 그대 돌아와줘요 내게 난 여기 있어요 언제까지나 그대가 다시 오길 다짐할게요 허수아비처럼 한 곳 만을 바라보면서 버틸 수 있어요 난 괜찮아요 그대 오지 않아도 나는 그대의 허수아비니까 기다릴게요 그대
218,이단아,괜찮아,어두운 구름이 잔뜩 모여서 하늘이 금방이라도 울 것 같아 곤란한데 이럴 줄 알았어 빗방울 한 방울 두 방울 점점 세지는 빗줄기 내 머리 위로 갑자기 쏟아져 이러면 안 되는데 자꾸 먹구름이 점점 모여드네 비가 그칠 생각이 없네 하늘이 많이 슬픈 가봐 투명우산을 펴고 하늘을 봐 우산에 떨어지는 물줄기 하늘이 많이 슬픈 가봐 이제 곧 그칠 거야 한 방울 두 방울 점점 약해질 거야 한 번 더 하늘을 올려봐 하늘이 어두워 무서워도 먹구름이 사라지고 나면 웃음이 환하게 비출 거야 근데도 아직 슬픈 가봐 아니야 괜찮아 고개를 들어봐 힘없이 있지 말고 나를 봐 하늘이 많이 슬픈 가봐 까만 구름이 어둡게 덮어버려도 다시 밝아질 거야 맑아질 거야 괜찮아 너는 하늘이야 비가 그쳤어 다시 하늘을 봐 맑음이 우리를 찾아왔어 봉우리에 걸친 해가 신나서 춤을 추고 있어 축 처져있지 말고 웃어봐 나는 괜찮은데 너도 그랬으면 해 괜찮아 너는 하늘이야
219,박혜인,진심,네가 없음을 받아들이려 해 네가 조금이라도 힘들 길 바래 날 소중하게 대했던 기억 때문에 내가 없는 네가 조금은 더 아프길 바래 네가 아프길 바라는 나의 마음은 네 손끝에조차 닿지 않겠지 네가 나를 위해 비워둔 자리가 너무 작아서 있을 곳이 없었으니까 이렇게 너를 향한 마음은 진심으로 바라는 맘이 아니야 나 자신이 비참하지 않길 바랄 뿐이야 나 혼자만 힘든 게 아니었길 바라는 마음이야 네가 아프길 바라는 나의 마음은 네 손끝에조차 닿지 않겠지 네가 나를 위해 비워둔 자리가 너무 작아서 있을 곳이 없었으니까 이렇게 너를 향한 마음은 진심으로 바라는 맘이 아니야 나 자신이 비참하지 않길 바랄 뿐이야 나 혼자만 힘든 게 아니었길 바라는 마음이야 우리 사랑했던 날들이 이렇게도 쉽게 무너질 줄 몰랐어 점점 작아지는 잔소리는 이별을 말하려던 맘이었을까 사실 나 너무 힘든데 돌아갈 수 없는 걸 이제 알지만 네 앞에서 한없이 작아졌던 내 맘을 알아주기를 바래 널 사랑했던 날 그리워해 줘
220,노을,문득,무심코 울린 알람 소리가 이른 새벽에 잠을 깨워 딱히 할 일도 없는 내 하루인데 모두가 잠이 든 시간 연락할 사람도 없고 뜬 눈으로 그저 밤을 새다보니 얼마 전 헤어져 이런 건지 가장 길게 만나서인지 하고 싶었던 말이 맘에 남아선지 후회 같은 건 아닌데 왜 이렇게 아련한지 문득 이렇게 널 생각할 때면 오늘 같은 밤이 나에겐 너무나 아파서 정말 아닌 걸 알면서도 다시 한번 그때로 돌아간다면 어제처럼 내겐 선명한 우리의 추억이 너무 그리워서 아닌 걸 알면서도 오늘 같은 밤이 오면 자주 있는 일은 아니지만 이따금씩 날 찾아오면 아무 일 없는데 괜히 외로워져 변명 같은 건 아닌데 그땐 내가 왜 그랬는지 문득 떠오른 그때의 아쉬움들이 남아 오늘 같은 밤이 나에겐 너무나 아파서 정말 아닌 걸 알면서도 다시 한번 그때로 돌아간다면 어제처럼 내겐 선명한 우리의 추억이 너무 그리워서 아닌 걸 알면서도 오늘 같은 밤이 오면 생각보다 두려워서 지금의 우릴 마주하는 게 아직도 난 그 자리에서 멈춰서 있는 채로 널 너를 사랑하고 있나 봐 아직도 그때의 내 모습을 떠올리면 지금 내겐 볼 수 없는 표정이 보여서 마주할 수 없는 내 맘과 기억 속 너에게 단 한 번 만 용기를 내고 싶어 그럴 때가 있잖아 문득
221,1415,우리 참 오래 만났었나 봐,멀어져가는 기억들이 잠시 머물던 그곳에 서서 괜찮은 척했어 새로운 사랑도 해 봤어 넌 어때 다른 사랑 시간으로 잊혀진다더니 아직도 난 그게 잘 안돼 그래 잘 안돼 가끔 생각이 나 아니 매일 이래 우리 참 오래 만났었나 봐 너와의 모든 날들이 이렇게 선명한데 난 오늘도 너의 시간 속에 살고 있어 미워져 가는 내 모습도 사랑한다던 너의 얼굴이 지워지지 않아 이제야 널 사랑하나 봐 미안해 다른 사랑 시간으로 잊혀진다더니 아직도 난 후회만 남아 너를 찾곤 해 가끔 생각이나 아니 매일 이래 우리 참 오래 만났었나 봐 너와의 모든 날들이 미치게 선명한데 난 오늘도 너의 시간 속에 살고 있어 바보처럼 말도 못 해 난 아직도 떠나지도 못하고 너 머물던 그 날에 살아 가끔 생각이나 아니 매일 이래 우리 참 오래 만났었나 봐 너와의 모든 날들이 너무 그리워지면 난 오늘도 너의 시간 속에 살고 있어
222,나윤권,어디있나요,조그맣던 빈 자릴 채운 그대는 어디에 음 멀어지던 손 잡아준 그대는 꿈일까 새벽이 오는 소리에 나 잠에서 깨어 텅빈 나의 맘을 어루만지죠 내겐 오직 단 하나밖에 없나봐요 눈을 감은 그 순간마저 나는 그대 뿐이죠 언젠가 그대 추억이 되어 다가오면 매일 기억할게요 그 숨결을 희미한 그대 모습을 또 그리워하며 지친 나의 하루를 어루만지죠 내겐 오직 단 하나밖에 없나봐요 눈을 감은 그 순간마저 나는 그대 뿐이죠 언젠가 그대 추억이 되어 다가오면 매일 기억할게요 그 숨결을 또 이밤이 지나면 하루만큼 가버린 뒷모습에 그리움마저 사라질까 사랑해요 내겐 오직 단 하나밖에 없나봐요 눈을 감은 그 순간 마저 나는 그대 뿐이죠 언젠가 그대 추억이 되어 내게 오면 그땐 안아줄게요 그 시절을
223,열두달 (12DAL),오늘부터 내 모든 날,그댈 처음 본 순간 꿈인 것만 같아서 지나간 슬픈 일들이 무색해져 버렸죠 하루라도 더 빨리 그댈 만났다면 오늘부터 내 모든 날 너 하나로 채우고 싶어 아름다운 그대 부드러운 그 품에 매일 밤 안길 수 있다면 사랑해요 다른 사랑 나는 필요 없죠 난 그대 하나로 충분하니까 어둔 밤 드리우면 스르르 눈이 감겨요 불안했던 어제의 난 다른 사람만 같아 하루라도 더 많이 볼 수만 있다면 오늘부터 내 모든 날 너 하나로 채우고 싶어 아름다운 그대 부드러운 그 품에 매일 밤 안길 수 있다면 사랑해요 다른 사랑 나는 필요 없죠 난 그대 하나로 충분하니까 길었던 외로움과 흘렸던 너와 나의 눈물 그때 우린 알았을까 긴긴밤이 지나고 나면 환히 비춘 그대 얼굴이 보이네요 나를 찾아준 그대 사랑해요 다른 사랑 나는 필요 없죠 난 그대 하나로 충분하니까 그대면 돼요
224,강혜인,Be Myself,Am I right Am I wrong I'm learning how to be who I am So many answers Are they mine To the left To the right I am following my heart babe When will I meet myself I'm singing Na Na Na Na Na Na Na Na Na Na Na They say I'm a little too wild yeah No limit to who I'll be I haven't seen all of me yet Anticipate who I can be in the end These little voices tell me I won't make it I won't let them put me down oh Don't let nobody decide what your worth Just follow your heart Am I right Am I wrong I'm learning how to be who I am So many answers Are they mine To the left To the right I am following my heart babe When will I meet myself I'm singing Na Na Na Na Na Na Na Na Na Na Na
225,에스프레소,Falling (feat. 은채),오늘은 햇살이 좋아 코끝을 스치는 바람이 기분 좋아 마주친 모든 세상이 다 나를 위해 준비된 선물인 것만 같아 똑같은 하루하루가 어쩌면 영화 속에 한 장면처럼 더 특별해져요 Cause I’m falling to the ocean 나 자꾸만 웃게 되는 걸요 어떤 말로도 다 그댈 설명할 수 없을 걸 알아 우우 Cause of you and I need you and I'm falling in love 숨쉬는 모든 순간 머릿속엔 온통 그대 생각뿐인데 내가 보는 모든 세상에 그대 초대하고 싶어 모든 순간 함께 해줘요 똑같은 하루하루가 어쩌면 영화 속에 한 장면처럼 더 특별해져요 Cause I’m falling to the ocean 나 자꾸만 웃게 되는 걸요 어떤 말로도 다 그댈 설명할 수 없을 걸 알아 우우 Cause of you and I need you and I'm falling in love 오랫동안 꿈꿔왔던 비밀스런 이야기 오늘 꿈에 내 곁에서만 잠들 것만 같아요 Cause I’m falling to the ocean 나 자꾸만 웃게 되는 걸요 어떤 말로도 다 그댈 설명할 수 없을 걸 알아 우우 Cause of you and I need you and I'm falling in love
226,신현우,오래오래 내곁에,참 아름다운 그대가 내 사랑이란걸 아직도 믿을수없어 한참 그댈봤죠 날 바라보는 눈빛이 너무나 예뻐서 불안한 내맘이 녹아 다시 또 설레요 매일 기적같은 그대가 선물같아 그댈만나 하루하루가 넘치게 행복한걸요 오래오래 내곁에 머물러요 내옆에 모든순간을 더해 영원하고 싶어 부족한 내가 감히 그대를 사랑해요 오래오래 내곁에서 내 모든사랑을 받아줘요 시간이 지나고 모든게 다 변해도 지금 내 사랑은 변치않기로 약속할게요 넘치는 것보다 충분한 사랑을 드릴게요 끝이없는 둘만의 이야기를 만들어 가요 오래오래 내곁에 머물러요 내옆에 모든순간을 더해 영원하고 싶어 부족한 내가 감히 그대를 사랑해요 오래오래 내곁에서 내 모든사랑을 받아줘요 머물러요 내옆에 어떤일이 있어도 내가 지켜줄게요 믿어요 오늘보다 내일 더 사랑할게요 오래오래 내곁에서 지금처럼만 있어요 내 모든사랑을 받아줘요
227,조문근,사랑이 서툴러서,우리 정말 이별인걸까 이제 다시 볼 수 없는걸까 어제와 같은 하룬데 모두다 그대론데 너만 없어 너만 우리 사랑하긴 했을까 혹시 모든게 꿈은 아닐까 도무지 믿기지 않아 이렇게 쉬운거였니 나만 힘든거니 사랑이 서툴러서 널 힘들게 했나봐 후회만 가득해 쉴 틈 없이 자꾸 눈물이 나 돌아올 순 없겠니 노력할 기회를 줄래 네가 없이 어떻게 잘 지내 안돼 돌아와줘 분명 우리 좋았었는데 어쩌다 이별 끝에 서 있나 하루가 지나고 나면 괜찮아질줄 알았어 못난 이기심에 사랑이 서툴러서 널 힘들게 했나봐 후회만 가득해 쉴 틈 없이 자꾸 눈물이 나 돌아올 순 없겠니 노력할 기회를 줄래 네가 없이 어떻게 잘 지내 괜찮은 척 애 써봐도 자꾸 눈물만 그저 좀 다른 우린데 맞추려고만 했을까 네 빈자리 후회로만 가득해 사랑이 서툴러서 널 힘들게 했나봐 후회만 가득해 쉴틈 없이 자꾸 눈물이 나 돌아올 순 없겠니 노력할 기회를 줄래 네가 없이 어떻게 잘 지내 사랑만큼 이별도 난 서툰가봐
