,가수,노래 제목,노래 가사
220,IZ*ONE (아이즈원),Really Like You,Woo really really like you 오래전부터 기다려왔죠 추운 겨울이 지나 봄이 오는 소리에 어느새 나도 모르게 이미 잠들어 있던 심장이 뛰어 그때가 난 떠올라 I remember 처음 만난 우리 그날 너무 많이 추웠나 봐 Cuz I'm with you 얼어붙은 겨울 지나 새싹이 자라나 Really like you 내 손을 꼭 잡아줘 이 손 놓지 말아 줘 따스한 두 손을 잡고서 꿈꿀 수 있게 I really like you I really really like you 너와 함께라서 환하게 빛나는 꿈을 꿔 오늘도 With you 차가운 바람에 외투가 되어준 너 함께 올려다본 수놓은 저 별들 마주 본 순간 반짝이는 용기 말은 필요 없어 우린 다 할 수 있어 밤하늘의 별은 빛이 되고 작은 새들의 노래가 시작되고 멜로디에 맞춰 너와 나 춤을 춰 Forever with us 좋았던 시간 우리의 추억 하나부터 열까지 모두 다 함께 있어 늘 함께 있어 I remember 우리 만난 그날 말야 유난히 더 추웠나 봐 Cuz I'm with you 얼어붙은 겨울 지나 새싹이 자라나 Really like you 내 손을 꼭 잡아줘 이 손 놓지 말아 줘 따스한 두 손을 잡고서 꿈꿀 수 있게 I really like you I really really like you 너와 함께라서 환하게 빛나는 꿈을 꿔 내일도 I think I really like you 또 그날의 우릴 떠올려 어제보다 한 뼘 더 자란 우리의 꿈이 하늘에 닿길 너와 나 빛나는 꿈을 향해 한 걸음 더 걸어 한 걸음 더 Really like you 네 손을 꼭 잡을게 이 손 놓지 않을게 따스한 두 손을 잡고 저 하늘을 바라봐 I really like you I really really like you 우리 함께라면 언제나 빛날 수 있어 Forever With you
221,박규선,형아 (narration-故박성병),이번겨울은 제발 춥지않게 이번여름도 제발 덥지않게 형의 빈자리가 제발 크지않게 나의 가슴속에 항상 간직하게 가슴에서 지워지지않게 행복했던 기억만 가져갈수있게 제발 고맙고 미안한 마음만 가지고 살아 가기 힘들어 미안하단말 전하지 못하고 형을 떠나보내던 날 한참을 울엇어 사랑 한다고 잘 될 거라고 이야기해준 형의 그 전화가 끝이 될줄은 몰랐어 제발 이번겨울은 제발 춥지않게 이번여름도 제발 덥지않게 형의 빈자리가 제발 크지않게 나의 가슴속에 항상 간직하게 가슴에서 지워지지않게 행복했던 기억만 가져갈수있게 제발 보고싶다고 힘좀 내라고 이야기해준 형의 그 전화가 끝이 될줄은 몰랐어 제발 이번겨울은 제발 춥지않게 이번여름도 제발 덥지않게 형의 빈자리가 제발 크지않게 나의 가슴속에 항상 간직하게 가슴에서 지워지지않게 행복했던 기억만 가져갈수있게 제발
222,표예진,산책,한적한 밤 산책하다 보면 어김없이 생각나는 얼굴 반짝이는 별을 모아 그리는 그런 사람 좁다란 길 향기를 채우는 가로등 빛 물든 진달래꽃 이 향기를 그와 함께 맡으면 참 좋겠네 보고 싶어라 그리운 그 얼굴 물로 그린 그림처럼 사라지네 보고 싶어라 오늘도 그 사람을 떠올리려 산책을 하네 대기는 차갑게 감싸고 생생하게 생각나는 그때 안타까운 빛나던 시절 뒤로하고 가던 보고 싶어라 그리운 그 얼굴 물로 그린 그림처럼 사라지네 보고 싶어라 오늘도 그 사람을 떠올리려 산책을 하네 따뜻한 손 그리고 그 감촉 내가 쏙 들어앉아 있던 그 눈동자 그 마음 아무것도 바라지 않고 사랑을 주던 그가 보고 싶어지네 그리운 그 얼굴 물로 그린 그림처럼 사라지네 보고 싶어라 오늘도 그 사람을 떠올리려 산책을 하네 오늘도 산책을 하네 오늘도 산책을 하네
223,박기영,미안했어요,두 번째 사랑은 다를 거라고 꿈을 꾸던 나의 날들도 이제는 아파서 참을 수도 없게 되고 애써 지우려 잊으려 할 때에 외로이 들리는 말 나를 사랑했다고 그대 아파하라고 미워하라고 굳게 다짐해 봐도 그립고 또 그리운 나는 바보야 미안했어요 정말 미안했어요 눈물나게 슬퍼서 손 끝에서 발 끝까지 다 가릴 수 없죠 그 누구에게도 보일 수 없어 세 번째 사랑이 내게 올까요 다시 꿈을 꿔도 될까요 어째서 아직 난 그댈 기다리는가요 애써 지우려 잊으려 할 때에 쓸쓸히 들리는 말 나를 사랑한다고 그대 아파하라고 미워하라고 굳게 다짐해 봐도 바라고 또 바라는 나는 바보야 미안했어요 정말 미안했어요 눈물나게 슬퍼서 손 끝에서 발 끝까지 다 가릴 수 없죠 그 누구에게도 보일 수 없어 여기서 멈출 순 없어요 돌아봐요 아무래도 좋아요 그대만 있다면 바보야 사랑했어요 정말 사랑했어요 그리워서 아파서 손 끝에서 발 끝까지 난 만질 수 없죠 또 그대에게도 보일 수 없어 미안했어요 정말 미안했어요 눈물 나게 슬퍼서 손 끝에서 발 끝까지 다 가릴 수 없죠 그 누구에게도 보일 수 없어
224,어쿠스틱 콜라보,"그리워하는 나, 그리워지는 너",수많은 밤이 지나도 그 많은 시간이 지나도 여전히 니 생각에 잠겨 하룰 보낼 때가 있어 잊은 척 태연히 지내도 아무렇지 않은 척 해도 너와 걷던 이 길을 지날 때면 내 옆에 니가 있는 것 같아 눈을 감으면 난 너로 가득 차올라 지우려고 애를 써봐도 아무것도 지워지질 않아 매일 숨 쉬듯 머물러 있는 널 항상 그리워하는 나 그리워지는 너 익숙한 향기만 스쳐도 널 닮은 뒷모습만 봐도 발길이 떨어지지 않는 날 보면 아직 맘속에 니가 있는 것 같아 눈을 감으면 난 너로 가득 차올라 지우려고 애를 써봐도 아무것도 지워지질 않아 매일 숨 쉬듯 머물러 있는 널 항상 그리워하는 나 그리워지는 너 너와 함께 했던 시간보다 더 긴 시간 지나도 여전히 난 널 함께했던 순간들이 내 기억에 남아 너를 못 잊어 넌 내가 그립진 않니 우연히라도 마주치길 바라며 같은 자릴 맴돌아 매일 숨 쉬듯 머물러 있는 널 항상 그리워하는 나 그리워지는 너
225,이민혁,눈치 없게,다 말해버릴까 싶다가 이내 맘을 돌려 아쉬운 거겠지 오늘도 난 한숨만 늘어가 멀어지게 될까 나 겁이 나나 봐 네 앞을 지날 때마다 웃음 너머로 삼키는 말 눈치 없게 날 바라보는 너 그 모습에 또 웃고 있는 나 아마도 이건 사랑이 아닐까 바보처럼 네 생각만 하고 이렇게 티를 내는 대도 말야 아직도 모를 수가 있나 봐 나 이래도 될까 자꾸 네가 생각나잖아 늦은 밤 집 앞을 괜히 서성거리며 널 그려봐 눈치 없게 날 바라보는 너 그 모습에 또 웃고 있는 나 아마도 이건 사랑이 아닐까 바보처럼 네 생각만 하고 이렇게 티를 내는 대도 말야 아직도 모르는 거야 너는 왜 어색하게 널 기다리는 나 그 모습에 또 웃어 주는 너 어쩌면 너도 나와 같은 맘일까 내일은 내가 데리러 갈게 대놓고 티를 내는 거야 바보야 그러니 이젠 대답해 줄래
226,안예은,소식,반갑구나 바다 가르고 하늘 너머 날아온 숨 또 다른 시작을 하게 될 그곳에서 기다리네  작별의 눈물을 흘렸나 홀가분한 소태(笑態)를 지었나 풍운을 그리고 있는가 즐거웁게 춤을 추자  라이야이 라이야 라이야이야 라이야이 라이야  해 뜨는 동녘에서 뱃머리 보일까 구름의 소매 잡고 마중을 나갈까 숲이 노래하네 님이 오신다고  어서오거라 부푼 가슴 안고 영롱한 꿈들을 주머니에 가득 담은 채 뛰어들어라 아름다운 고통으로 밤을 수놓은 별들과 축배를 들자  라이야이 라이야 라이야이야 라이야이 라이야  저 멀리 북녘에서 달빛이 내릴까 어둠의 등을 타고 마중을 나갈까 파도가 손짓하네 님이 오신다고  어서오거라 들뜬 마음 안고 오색 빛 꿈들을 주머니에 가득 담은 채 뛰어들어라 잔인한 모험 속으로 새벽을 여는 푸름과 축배를 들자  라이야이 라이야 라이야이야 라이야이 라이야
227,서태지와 아이들,너와 함께한 시간속에서,너와 함께한 시간속에서 너를 처음 만난 그때를 자세하게 말해 줄수는 없지만 무엇인가 정말 따뜻하고 너무 포근해서 좋은 그런 느낌이 있었지 나에게 기억나는 것은 커피 한모금의 수줍던 이야기 까만밤 아주 까만밤 너와 내가 사랑했던 아름다운 밤 오랜 친구 같아 한없이 행복해 너와 함께한 시간속에서 아픔은 사라지고 나의 마음이 포근해지네 그대와 나 슬픈얘기도 많았지 그대가 또 내가 서로에게 바라던 수많은 이야기 많은 사연들 이제 아무것도 아닌것을 알게됐어 아주 오랜 시간을 우리 함께 보냈지 작은 시련도 이제 다 지나가고 흐르는 노래 함께 들으며 너는 내맘속에 오랫동안 남겠지 오랜 친구 같아 눈물이 흐르네 너와 함께한 시간속에서 아픔은 사라지고 나의 마음이 포근해지네 이렇게 까만밤에 너와 함께한 까만밤 너에게 무슨말을 하고싶어 내맘은 내맘은 그댈 아
228,임창정,혼자만의 이별,나 오늘도 이렇게 한참을 돌아서 이 길까지 왔어 그대가 사는 곳이라는 그 설레임으로 막연한 기대를 안고서 그대 닫혀진 문 앞을 지나쳐 갈 때면 자꾸 돌아보지 누군가 날 부르는 소리 그대일까 하지만 그건 바람이었어 거칠게 살아왔던 나의 모습으로 그대 앞에 당당히 나 설 수가 없어 소용 없는 짓이라고 날 탓해보지만 변함 없는 미련에 난 어쩔 수 없어 그대여 너무 모자란 내게 기회를 주지마 자신할 수 없는 내 미래에 불행해져 난 지금 떠나야겠어 그대 행복을 바래 익숙해진 이 길을 떠나네 거칠게 살아왔던 나의 모습으로 그대 앞에 당당히 나 설 수가 없어 소용 없는 짓이라고 날 탓해보지만 변함 없는 미련에 난 어쩔 수 없어 그대여 너무 모자란 내게 기회를 주지마 자신할 수 없는 내 미래에 불행해져 난 지금 떠나야겠어 그대 행복을 바래 익숙해진 이 길을 떠나네
229,정키,So Beautiful (Feat. 카더가든),그대는 존재하지 않는 빛처럼 내게만 빛났으면 해 아무도 찾지 않는 어딘가에서 내 곁에만 머물렀으면 해 아침에 눈을 뜨면 입을 맞추고 바다 앞 모래에 누워서 누구도 이해하지 못 할 말들을 단둘이서만 나눴으면 해 지금 이곳은 my dream 함께 바라본 beautiful world 그대는 ma my shining star Beautiful love So beautiful beautiful 기억이 온통 나로 물들었음 해 다른 생각할 수 없게 빡빡한 세상이 우연히 사라졌음 해 아무 것도 신경 쓰지 않게 지금 이곳은 my dream 함께 바라본 beautiful world 그대는 ma my shining star Beautiful love So beautiful beautiful 이불 밖 세상은 차갑기만 해 So 나를 어루만져 줄 수가 없네 잠이 들면 깨지 않는 나의 꿈속에서 오직 살아 숨 쉬는 이곳은 my dream 함께 바라본 beautiful world 그대는 ma my shining star Beautiful love So beautiful Ma ma ma ma luv baby Ooh ooh ooh ooh ooh ooh Ooh ooh ooh ooh ooh ooh ooh ooh ooh So beautiful beautiful 한참을 멍하니 그렇게 있었어 모든 게 꿈인 것 같이 영원히 잊지 못 할 것 같은 기억 널 처음 본 그 순간
230,동방신기 (TVXQ!),One,내가 꿈꿔왔던 매일이 어느새 여기 그대 잡은 손으로 느껴져 어쩌면 너무 멀지 몰라 말하지 못했죠 숨겨왔던 그 마음도 모른 채로  그댄 어떤 마음인가요 그 눈 속에 비쳐온 언젠가의 미래마저도 모두가 다 내 것인가요 난 살아 있나 봐요 감사해요 모든 것 가졌으니  Someday I'll lay my love on you Baby I don't wanna lose it now  Just one 너 뿐인걸  언젠가 우리 만난 날처럼 내가 살아가는 한 이유 오직 너를 위한 맘뿐인 날 알잖아   지난날이 내게 말해요 언제까지 영원할 수 있는 사랑인지 하루의 끝에선 언제나 날 기다려줘요 행복해요 이런 널 사랑할수록  영원할 수 있는걸요 세상 어느 곳에서라도  Just one 너 뿐인걸 내 삶의 한 번뿐일 그 사랑 바로 그대밖에 없다고 나는 알고 있어 믿고 있어 영원히  얼마나 많은 사람 속에서 날 찾았나요 지금 그대의 곁으로 가요  I pray for this love to be true 세상 어느 곳에서라도 miss you my baby you  조금 더 내게 머물러줘요 이 시간들을 넘어서 거짓말처럼 달라지는 매일로..  Someday I'll lay my love on you Baby I don't wanna lose it now Just one 너 뿐인걸 언젠가 우리 만난 날처럼 내가 살아가는 한 이유 오직 너를 위한 맘뿐인 날 알잖아
231,투앤비 (2NB),그땐 왜 몰랐을까,가끔 난 혼잣말을 해 너에게 닿길 바라며 내 허튼 바람이 내 허튼 기도가 어느 날 전해지기를 텅 빈 저 하늘에 너의 이름을 쓸 때 매일 설레었던 지난날 떠올라 다시 내 곁으로 돌아올 순 없겠니 시간이 지나면 괜찮을까 없던 일처럼 살 수 있을까 모두 깨끗이 아물까 그땐 좋았는데 그땐 몰랐었는데 이별이 우리 얘기가 될 줄 혼자 멍하니 누워 너의 흔적만 찾는 나는 헛된 내 하루와 내 헛된 기대가 어느 틈에 모두 사라지기를 시간이 지나면 괜찮을까 없던 일처럼 살 수 있을까 모두 깨끗이 아물까 그땐 좋았는데 그땐 몰랐었는데 이별이 우리 얘기가 될 줄 행복했었던 우리인데 이젠 남이란 게 실감 안 나 피할 수만 있다면 그냥 모른 척하고 싶어 여전히 난 여기 있는데 내 맘은 아직 그대로인데 정말 모두 끝난 거니 없을 줄 알았던 우리의 이별인데 사랑하긴 한 걸까 나를
232,이선빈,Dreamer,변해가는 시간들 속에서 하루하루 익숙해진 날들 멀어진 것 만 같은 시간을 다시 걸어가고 있어 희미한 꿈들을 찾으려 해 When I close my eyes I can feel my heart 아직 기억하고 있어 난 I will live my dream again 지는 저녁 해를 바라보며 하나 둘씩 밀려오는 생각들 멀게만 느껴졌던 순간이 환한 빛을 밝혀주며 따뜻한 봄처럼 내게로 와 When I close my eyes I can feel my heart 아직 기억하고 있어 난 I will live my dream again 다시는 후회하지 않게 바래진 기억들 그 무엇 보다 소중하게 When I close my eyes I can feel my heart 아직 기억 하고 있어 난 I will live my dream again I will live my dream again I will live my dream again
233,권진원,Happy Birthday To You,이슬비가 내리는 오늘은 사랑하는 그대의 생일날 온종일 난 그대를 생각하면서 무엇을 할까 고민했죠 난 가까운 책방에 들러서 예쁜 시집에 내 맘 담았죠 그 다음엔 근처 꽃집으로 가서 빨간 장미 한 송일 샀죠 내려오는 비를 맞으며 그대에게 가는 길 너무 상쾌해 품 속에는 장미 한 송이 책 한 권과 그댈 위한 깊은 내 사랑 아름다운 그대를 만난 건 하느님께 감사드릴 우연 작은 내 맘 알아주는 그대가 있기에 이 세상이 난 행복해 난 가까운 책방에 들러서 예쁜 시집에 내 맘 담았죠 그 다음엔 근처 꽃집으로 가서 빨간 장미 한 송일 샀죠 내려오는 비를 맞으며 그대에게 가는 길 너무 상쾌해 품 속에는 장미 한 송이 책 한 권과 그댈 위한 깊은 내 사랑 아름다운 그대를 만난 건 하느님께 감사드릴 우연 작은 내 맘 알아주는 그대가 있기에 이 세상이 난 행복해 너무 너무나 행복해 Happy birthday to you
